Patent_ID;Family_ID;Country
US2022002724A1;71101909;US
US2022204976A1;71520182;US
US2024093198A1;84230335;US
US2024287615A1;76838863;US
US2024287592A1;82403961;US
US2024279726A1;84525779;US
US2024287525A1;82851645;US
US2024286991A1;82404055;US
US2024301478A1;82258483;US
US2022218393A1;73289747;US
US2022056446A1;62557655;US
US2022170015A1;62782328;US
US2022380807A1;58632312;US
US2022090077A1;64904123;US
US2022267767A1;63036369;US
US2022403394A1;65002248;US
US2022017904A1;63165463;US
US2022064646A1;65630632;US
US2022378934A1;69232664;US
US2022169743A1;69232303;US
US2022112501A1;68084932;US
US2022017914A1;69644555;US
US2022000123A1;68240808;US
US2022056454A1;69887755;US
US2022106594A1;70282838;US
US2022248690A1;70331612;US
US2025161295A1;86378397;US
US2025325585A1;88330399;US
US2025270625A1;81346240;US
US2025346896A1;81448751;US
US2025255808A1;88519562;US
US2025290148A1;88519901;US
US2025288694A1;82218344;US
US2025354140A1;88647244;US
US2025305069A1;82019432;US
US2022192120A1;58191002;US
US2022151237A1;60412644;US
US2022119439A1;60579042;US
US2022346380A1;60952729;US
US2022127617A1;61017358;US
US2022079973A1;61073185;US
US2022033817A1;61281611;US
US2022192250A1;53016752;US
US11408001B1;54704147;US
USRE48887E;56151549;US
US2022117999A1;55411755;US
US2024279666A1;76764882;US
US2024301474A1;81449023;US
US2024200064A1;81851058;US
US2024401059A1;81580082;US
US2024263224A1;76193483;US
US2024209377A1;83848891;US
US2024148877A1;83848869;US
US2024209339A1;83848691;US
US2024209360A1;81654679;US
US2022042012A1;56550357;US
US2022380771A1;56555882;US
US2025333744A1;88330382;US
US2022143189A1;40599687;US
US2022380775A1;43646461;US
US2022195433A1;45994357;US
US2024254545A1;81846204;US
US2024287512A1;84029796;US
US2023094737A1;62110783;US
US2023242910A1;76624154;US
US2023174973A1;86608158;US
US2023355766A1;68631660;US
US2023235322A1;66810278;US
US2023027604A1;71949646;US
US2023212565A1;74883124;US
US2023055044A1;76993007;US
US2023183694A1;75111564;US
US2022347316A1;50068586;US
US2022081695A1;54241418;US
US2025338857A1;83900292;US
US2025346898A1;89025683;US
US2022290170A1;83194630;US
US2023167444A1;78270026;US
US2024182603A1;83320861;US
US2024209018A1;83397853;US
US2024150817A1;83397917;US
US2024182903A1;81346346;US
US2024209368A1;81384799;US
US2024165263A1;83459768;US
US2024175009A1;83459937;US
US2024383940A1;81346418;US
US2022364078A1;81854551;US
US2022062286A1;27772701;US
US2022042021A1;38218798;US
US2022112505A1;40130244;US
US2025360158A1;89191829;US
US2025354146A1;89380642;US
US2025283067A1;88730929;US
US2025295745A1;88731164;US
US2025327068A1;81749289;US
US2024173686A1;83048431;US
US2024190903A1;83048479;US
US2024092822A1;83154800;US
US2024336912A1;83155603;US
US2024141399A1;83154718;US
US2024092813A1;83201715;US
US2024076667A1;83572129;US
US2023012579A1;84892238;US
US2023159930A1;84627474;US
US2025313894A1;88836256;US
US2025121071A1;86896067;US
US2024110190A1;83049595;US
US2025313835A1;89454484;US
US2025340958A1;89707298;US
US2025263766A1;82496434;US
US2025354155A1;87158348;US
US2023233594A1;68291979;US
US2023151415A1;78023476;US
US2023372245A1;41198741;US
US2023248831A1;43410415;US
US2023052784A1;66442849;US
US2023047351A1;74044304;US
US2023323366A1;67226166;US
US2023159918A1;75593336;US
US2023225331A1;77490549;US
US2023416754A1;80222585;US
US2025354144A1;89119012;US
US2025388951A1;89381401;US
US2025382661A1;89381582;US
US2023039652A1;85153525;US
US2024124917A1;80461830;US
US2024110252A1;82837934;US
US2024299563A1;74669201;US
US2024294909A1;80933748;US
US2024318265A1;82838344;US
US2024093192A1;82837888;US
US2024018180A1;82838358;US
US2024102078A1;74871745;US
US2024158833A1;80623734;US
US2024167107A1;82931117;US
US2024167036A1;80682892;US
US2024092823A1;74666511;US
US2024309448A1;80780545;US
US2025320244A1;88315438;US
US2024076673A1;74045391;US
US2024117417A1;82448696;US
US2024100132A1;82549268;US
US2024409926A1;82548782;US
US2024018576A1;82549070;US
US2024076803A1;74418216;US
US2024117351A1;82652781;US
US2024117414A1;82653918;US
US2024125797A1;82654883;US
US2024140983A1;82653058;US
US2024102008A1;80446096;US
US2024425848A1;80446520;US
US2025179548A1;90315194;US
US2025257384A1;88207545;US
US2022049251A1;76730977;US
US2024327833A1;82741989;US
US2024173267A1;82837914;US
US2024060068A1;79287974;US
US2024096448A1;81974551;US
US2024132977A1;82058612;US
US2024027434A1;82058626;US
US2024132628A1;82060104;US
US2024150757A1;82060090;US
US2024052345A1;82159838;US
US2024042442A1;74191493;US
US2024336959A1;79021906;US
US2024327831A1;79831434;US
US2024132534A1;82144682;US
US2025320541A1;83902149;US
US2025197918A1;90098759;US
US2025332288A1;88295880;US
US2022202847A1;58672695;US
US11504391B1;60888585;US
US2022305045A1;64665390;US
US2022049256A1;60950695;US
US2022290145A1;68540971;US
US2022408732A1;69777828;US
US2022025367A1;64564803;US
US2022062321A1;69005827;US
US2022079971A1;69593777;US
US2022225622A1;72940594;US
US2022220459A1;73553901;US
US2022298512A1;68806914;US
US2022290156A1;67956661;US
US2022389429A1;73014635;US
US2024301409A1;82741987;US
US2024124946A1;81325148;US
US2023323345A1;79268451;US
US2022119815A1;55806850;US
US2022125823A1;66669075;US
US2022333104A1;68172281;US
US2022211743A1;71069951;US
US2022307024A1;74037582;US
US2022243199A1;41349261;US
US2022348915A1;41682880;US
US2022073925A1;47423191;US
US2022331446A1;47295193;US
US2022213473A1;51795760;US
US2022213486A1;52293222;US
US2022002727A1;53969461;US
US2022403381A1;54200117;US
US2022017902A1;58800158;US
US2022145294A1;59851196;US
US2025246264A1;90738291;US
US2025136632A1;90830457;US
US2025208142A1;90865219;US
US2024131048A1;82259191;US
US2024117356A1;82261074;US
US2024343746A1;80050947;US
US2024336914A1;81074293;US
US2023144623A1;51999542;US
US2023392147A1;55588101;US
US2023077409A1;59965277;US
US2023050684A1;64104328;US
US2023026506A1;65000065;US
US2023265433A1;65041099;US
US2023203518A1;81535359;US
US2023139944A1;74040872;US
US2023123981A1;74587119;US
US2024067965A1;81974713;US
US2024084295A1;73747939;US
US2022411842A1;76708097;US
US2022411804A1;82694291;US
US2022403377A1;35530789;US
US2022378921A1;48980371;US
US2023241123A1;80360750;US
US2023295624A1;82448203;US
US2023079787A1;85480185;US
US2024018522A1;81383139;US
US2024018516A1;81458361;US
US2024052350A1;81546280;US
US2024010774A1;81667754;US
US2024025935A1;81708103;US
US2025273297A1;90478764;US
US12282025B1;90528207;US
US2024344057A1;81289328;US
US2024035075A1;78536187;US
US2025320177A1;91590054;US
US2025320542A1;91719310;US
US2022403454A1;84490182;US
US2022403389A1;84490153;US
US2022415442A1;82483142;US
US2024002853A1;73544100;US
US2024002859A1;81709763;US
US2024102110A1;78844919;US
US2024102091A1;74099901;US
US2024093272A1;81853110;US
US2024100177A1;81853552;US
US2024401036A1;74165844;US
US2024052342A1;81974016;US
US2024093227A1;81973345;US
US2025295775A1;84439891;US
US2025290077A1;91411569;US
US2025171769A1;91590259;US
US2024327837A1;71783880;US
US2024084309A1;77519814;US
US2024102015A1;80117644;US
US2024011095A1;72660690;US
US2024368676A1;77924533;US
US2024044833A1;80629718;US
US2024011020A1;80630043;US
US2024327829A1;85573705;US
US2024102084A1;80776375;US
US2024026358A1;80845877;US
US2024083934A1;81126164;US
US2024294907A1;78536682;US
US2024018572A1;78622079;US
US2023232838A1;50928237;US
US2023026968A1;51932569;US
US2023390321A1;56236115;US
US2023093948A1;57750612;US
US2023158058A1;63036452;US
US2023122244A1;65041929;US
US2022380403A1;81846564;US
US2022389411A1;84284625;US
US2022389483A1;81850888;US
US2024011078A1;73776616;US
US2023279410A1;77771041;US
US2023041342A1;76788370;US
US2023022185A1;56682264;US
US2023304002A1;73643340;US
US2025320496A1;89378621;US
US2025101418A1;84535853;US
US2023049529A1;74040502;US
US2023032974A1;72235011;US
US2023040920A1;73598197;US
US2023279457A1;68621210;US
US2023114649A1;74004172;US
US2023126233A1;76992618;US
US2023136552A1;74673382;US
US2023080988A1;77200857;US
US2023136787A1;74853776;US
US2023092615A1;77391260;US
US2023183706A1;75439543;US
US2023138507A1;77929455;US
US2023190785A1;75581686;US
US2023295622A1;75660402;US
US2023133637A1;80820312;US
US2023053332A1;41268470;US
US2024167091A1;76971922;US
US2022355265A1;82163472;US
US2022364160A1;82016241;US
US2022362279A1;83998336;US
US2025223594A1;91716383;US
US2025361264A1;92420246;US
US2025049912A1;92501588;US
US2025161464A1;93058732;US
US2025257393A1;91082235;US
US2022370490A1;84104219;US
US2022372570A1;84103407;US
US2022372569A1;84103393;US
US2022372468A1;81940438;US
US2022378905A1;84193655;US
US2023301309A1;69164846;US
US2023128522A1;67766385;US
US2023354821A1;80353909;US
US2023332147A1;80629849;US
US2023123513A1;84527393;US
US2023183707A1;76601702;US
US2023323357A1;78845901;US
US2023287424A1;76731057;US
US2024092821A1;75340013;US
US2024404636A1;75660363;US
US2024131151A1;70289277;US
US2024210387A1;76197563;US
US2024294905A1;70470860;US
US2024368658A1;78513070;US
US2024018571A1;76355589;US
US2024158432A1;78708106;US
US2024425860A1;78745749;US
US2024093180A1;71526404;US
US2025003917A1;93708357;US
US2025283086A1;93851058;US
US2025034576A1;86895818;US
US2025027089A1;91954071;US
US2025003965A1;94126642;US
US2024327906A1;75267568;US
US2024191228A1;76788336;US
US2024189740A1;74187341;US
US2024287500A1;69713975;US
US2024002931A1;77061370;US
US2024416315A1;77061338;US
US2024287508A1;69467442;US
US2024287581A1;77554767;US
US2024060117A1;77711408;US
US2023340485A1;79268288;US
US2023309567A1;80353917;US
US2022333095A1;81750829;US
US2022340934A1;83693931;US
US2024247258A1;77672331;US
US2024060129A1;70553566;US
US2024209460A1;75267539;US
US2024384303A1;77929505;US
US2024254481A1;74570763;US
US2024327836A1;74569803;US
US2024287596A1;72473534;US
US2024018511A1;71527925;US
US2024052334A1;73198351;US
US2024175016A1;75438309;US
US2022340912A1;81842001;US
US2025034575A1;93520103;US
US2025115958A1;93658446;US
US2025205361A1;87136618;US
US2025003017A1;94126503;US
US2024052351A1;68610112;US
US2024125764A1;75848851;US
US2024175077A1;75912748;US
US2024102006A1;73695147;US
US2024271171A1;76129131;US
US2024240170A1;74046008;US
US2024417723A1;76575108;US
US2024391945A1;76788087;US
US2024300896A1;69063685;US
US2024011025A1;69467725;US
US2024132961A1;71835739;US
US12188014B1;94175949;US
US2022325331A1;83510609;US
US2022326173A1;83510157;US
US2022333192A1;83602265;US
US2024200130A1;68239893;US
US2024392301A1;68386843;US
US2022313890A1;83450704;US
US2022316004A1;81393063;US
US2024132876A1;72708752;US
US2024132892A1;72667058;US
US2024352461A1;73051476;US
US2024173348A1;74060198;US
US2024182871A1;74044337;US
US2024002851A1;74570461;US
US2024257147A1;69413196;US
US2024132888A1;69414459;US
US2024064278A1;69525936;US
US2024263174A1;70163735;US
US2024270782A1;65516408;US
US2024425543A1;68843308;US
US2024293563A1;66437703;US
US2024254538A1;65019589;US
US2024076672A1;67621797;US
US2024002913A1;67475411;US
US2024271200A1;62116487;US
US2022307027A1;83364400;US
